ORIGID,CountyName,PopulationCensus16,TimeStamp,ConfirmedCovidCases
1,Carlow,56932,2021/01/12  ,1738
2,Cavan,76176,2021/01/12  ,3680
3,Clare,118817,2021/01/12  ,3579
4,Cork,542868,2021/01/12  ,15952
5,Donegal,159192,2021/01/12  ,6584
6,Dublin,1347359,2021/01/12  ,54610
7,Galway,258058,2021/01/12  ,5953
8,Kerry,147707,2021/01/12  ,3476
9,Kildare,222504,2021/01/12  ,7111
10,Kilkenny,99232,2021/01/12  ,2769
11,Laois,84697,2021/01/12  ,2123
12,Leitrim,32044,2021/01/12  ,536
13,Limerick,194899,2021/01/12  ,7789
14,Longford,40873,2021/01/12  ,1152
15,Louth,128884,2021/01/12  ,6071
16,Mayo,130507,2021/01/12  ,4105
17,Meath,195044,2021/01/12  ,6389
18,Monaghan,61386,2021/01/12  ,3345
19,Offaly,77961,2021/01/12  ,2069
20,Roscommon,64544,2021/01/12  ,1718
21,Sligo,65535,2021/01/12  ,1683
22,Tipperary,159553,2021/01/12  ,3350
23,Waterford,116176,2021/01/12  ,3315
24,Westmeath,88770,2021/01/12  ,2388
25,Wexford,149722,2021/01/12  ,4531
26,Wicklow,142425,2021/01/12  ,2932
1,Carlow,56932,2021/01/13  ,1795
2,Cavan,76176,2021/01/13  ,3754
3,Clare,118817,2021/01/13  ,3709
4,Cork,542868,2021/01/13  ,16408
5,Donegal,159192,2021/01/13  ,6737
6,Dublin,1347359,2021/01/13  ,55816
7,Galway,258058,2021/01/13  ,6150
8,Kerry,147707,2021/01/13  ,3531
9,Kildare,222504,2021/01/13  ,7230
10,Kilkenny,99232,2021/01/13  ,2812
11,Laois,84697,2021/01/13  ,2184
12,Leitrim,32044,2021/01/13  ,547
13,Limerick,194899,2021/01/13  ,7972
14,Longford,40873,2021/01/13  ,1160
15,Louth,128884,2021/01/13  ,6307
16,Mayo,130507,2021/01/13  ,4205
17,Meath,195044,2021/01/13  ,6608
18,Monaghan,61386,2021/01/13  ,3411
19,Offaly,77961,2021/01/13  ,2102
20,Roscommon,64544,2021/01/13  ,1756
21,Sligo,65535,2021/01/13  ,1707
22,Tipperary,159553,2021/01/13  ,3478
23,Waterford,116176,2021/01/13  ,3400
24,Westmeath,88770,2021/01/13  ,2420
25,Wexford,149722,2021/01/13  ,4665
26,Wicklow,142425,2021/01/13  ,3030
1,Carlow,56932,2021/01/14  ,1850
2,Cavan,76176,2021/01/14  ,3765
3,Clare,118817,2021/01/14  ,3768
4,Cork,542868,2021/01/14  ,16828
5,Donegal,159192,2021/01/14  ,6865
6,Dublin,1347359,2021/01/14  ,56995
7,Galway,258058,2021/01/14  ,6317
8,Kerry,147707,2021/01/14  ,3620
9,Kildare,222504,2021/01/14  ,7361
10,Kilkenny,99232,2021/01/14  ,2859
11,Laois,84697,2021/01/14  ,2235
12,Leitrim,32044,2021/01/14  ,553
13,Limerick,194899,2021/01/14  ,8215
14,Longford,40873,2021/01/14  ,1171
15,Louth,128884,2021/01/14  ,6360
16,Mayo,130507,2021/01/14  ,4322
17,Meath,195044,2021/01/14  ,6722
18,Monaghan,61386,2021/01/14  ,3544
19,Offaly,77961,2021/01/14  ,2144
20,Roscommon,64544,2021/01/14  ,1788
21,Sligo,65535,2021/01/14  ,1727
22,Tipperary,159553,2021/01/14  ,3569
23,Waterford,116176,2021/01/14  ,3526
24,Westmeath,88770,2021/01/14  ,2427
25,Wexford,149722,2021/01/14  ,4758
26,Wicklow,142425,2021/01/14  ,3095
1,Carlow,56932,2021/01/15  ,1914
2,Cavan,76176,2021/01/15  ,3879
3,Clare,118817,2021/01/15  ,3823
4,Cork,542868,2021/01/15  ,17216
5,Donegal,159192,2021/01/15  ,6948
6,Dublin,1347359,2021/01/15  ,57919
7,Galway,258058,2021/01/15  ,6448
8,Kerry,147707,2021/01/15  ,3667
9,Kildare,222504,2021/01/15  ,7457
10,Kilkenny,99232,2021/01/15  ,2904
11,Laois,84697,2021/01/15  ,2282
12,Leitrim,32044,2021/01/15  ,565
13,Limerick,194899,2021/01/15  ,8340
14,Longford,40873,2021/01/15  ,1174
15,Louth,128884,2021/01/15  ,6598
16,Mayo,130507,2021/01/15  ,4426
17,Meath,195044,2021/01/15  ,6866
18,Monaghan,61386,2021/01/15  ,3628
19,Offaly,77961,2021/01/15  ,2188
20,Roscommon,64544,2021/01/15  ,1816
21,Sligo,65535,2021/01/15  ,1753
22,Tipperary,159553,2021/01/15  ,3663
23,Waterford,116176,2021/01/15  ,3626
24,Westmeath,88770,2021/01/15  ,2457
25,Wexford,149722,2021/01/15  ,4905
26,Wicklow,142425,2021/01/15  ,3143
1,Carlow,56932,2021/01/16  ,1938
2,Cavan,76176,2021/01/16  ,3890
3,Clare,118817,2021/01/16  ,3879
4,Cork,542868,2021/01/16  ,17521
5,Donegal,159192,2021/01/16  ,7058
6,Dublin,1347359,2021/01/16  ,58983
7,Galway,258058,2021/01/16  ,6623
8,Kerry,147707,2021/01/16  ,3709
9,Kildare,222504,2021/01/16  ,7638
10,Kilkenny,99232,2021/01/16  ,2949
11,Laois,84697,2021/01/16  ,2341
12,Leitrim,32044,2021/01/16  ,572
13,Limerick,194899,2021/01/16  ,8462
14,Longford,40873,2021/01/16  ,1182
15,Louth,128884,2021/01/16  ,6642
16,Mayo,130507,2021/01/16  ,4528
17,Meath,195044,2021/01/16  ,6980
18,Monaghan,61386,2021/01/16  ,3670
19,Offaly,77961,2021/01/16  ,2255
20,Roscommon,64544,2021/01/16  ,1833
21,Sligo,65535,2021/01/16  ,1777
22,Tipperary,159553,2021/01/16  ,3752
23,Waterford,116176,2021/01/16  ,3739
24,Westmeath,88770,2021/01/16  ,2491
25,Wexford,149722,2021/01/16  ,4954
26,Wicklow,142425,2021/01/16  ,3176
1,Carlow,56932,2021/01/17  ,1955
2,Cavan,76176,2021/01/17  ,3942
3,Clare,118817,2021/01/17  ,3906
4,Cork,542868,2021/01/17  ,17757
5,Donegal,159192,2021/01/17  ,7092
6,Dublin,1347359,2021/01/17  ,59734
7,Galway,258058,2021/01/17  ,6698
8,Kerry,147707,2021/01/17  ,3738
9,Kildare,222504,2021/01/17  ,7764
10,Kilkenny,99232,2021/01/17  ,2961
11,Laois,84697,2021/01/17  ,2369
12,Leitrim,32044,2021/01/17  ,576
13,Limerick,194899,2021/01/17  ,8568
14,Longford,40873,2021/01/17  ,1192
15,Louth,128884,2021/01/17  ,6744
16,Mayo,130507,2021/01/17  ,4588
17,Meath,195044,2021/01/17  ,6993
18,Monaghan,61386,2021/01/17  ,3769
19,Offaly,77961,2021/01/17  ,2273
20,Roscommon,64544,2021/01/17  ,1847
21,Sligo,65535,2021/01/17  ,1791
22,Tipperary,159553,2021/01/17  ,3792
23,Waterford,116176,2021/01/17  ,3770
24,Westmeath,88770,2021/01/17  ,2505
25,Wexford,149722,2021/01/17  ,5097
26,Wicklow,142425,2021/01/17  ,3231
1,Carlow,56932,2021/01/18  ,1995
2,Cavan,76176,2021/01/18  ,3961
3,Clare,118817,2021/01/18  ,3944
4,Cork,542868,2021/01/18  ,17959
5,Donegal,159192,2021/01/18  ,7182
6,Dublin,1347359,2021/01/18  ,60423
7,Galway,258058,2021/01/18  ,6769
8,Kerry,147707,2021/01/18  ,3770
9,Kildare,222504,2021/01/18  ,7859
10,Kilkenny,99232,2021/01/18  ,2984
11,Laois,84697,2021/01/18  ,2412
12,Leitrim,32044,2021/01/18  ,582
13,Limerick,194899,2021/01/18  ,8639
14,Longford,40873,2021/01/18  ,1198
15,Louth,128884,2021/01/18  ,6826
16,Mayo,130507,2021/01/18  ,4651
17,Meath,195044,2021/01/18  ,7091
18,Monaghan,61386,2021/01/18  ,3773
19,Offaly,77961,2021/01/18  ,2307
20,Roscommon,64544,2021/01/18  ,1865
21,Sligo,65535,2021/01/18  ,1801
22,Tipperary,159553,2021/01/18  ,3855
23,Waterford,116176,2021/01/18  ,3826
24,Westmeath,88770,2021/01/18  ,2524
25,Wexford,149722,2021/01/18  ,5178
26,Wicklow,142425,2021/01/18  ,3266
1,Carlow,56932,2021/01/19  ,2053
2,Cavan,76176,2021/01/19  ,4020
3,Clare,118817,2021/01/19  ,3995
4,Cork,542868,2021/01/19  ,18269
5,Donegal,159192,2021/01/19  ,7261
6,Dublin,1347359,2021/01/19  ,61141
7,Galway,258058,2021/01/19  ,6903
8,Kerry,147707,2021/01/19  ,3823
9,Kildare,222504,2021/01/19  ,7973
10,Kilkenny,99232,2021/01/19  ,3017
11,Laois,84697,2021/01/19  ,2445
12,Leitrim,32044,2021/01/19  ,588
13,Limerick,194899,2021/01/19  ,8760
14,Longford,40873,2021/01/19  ,1209
15,Louth,128884,2021/01/19  ,6875
16,Mayo,130507,2021/01/19  ,4754
17,Meath,195044,2021/01/19  ,7223
18,Monaghan,61386,2021/01/19  ,3866
19,Offaly,77961,2021/01/19  ,2340
20,Roscommon,64544,2021/01/19  ,1875
21,Sligo,65535,2021/01/19  ,1826
22,Tipperary,159553,2021/01/19  ,3936
23,Waterford,116176,2021/01/19  ,3895
24,Westmeath,88770,2021/01/19  ,2551
25,Wexford,149722,2021/01/19  ,5215
26,Wicklow,142425,2021/01/19  ,3300
1,Carlow,56932,2021/01/20  ,2099
2,Cavan,76176,2021/01/20  ,4069
3,Clare,118817,2021/01/20  ,4028
4,Cork,542868,2021/01/20  ,18471
5,Donegal,159192,2021/01/20  ,7389
6,Dublin,1347359,2021/01/20  ,62156
7,Galway,258058,2021/01/20  ,7026
8,Kerry,147707,2021/01/20  ,3850
9,Kildare,222504,2021/01/20  ,8102
10,Kilkenny,99232,2021/01/20  ,3037
11,Laois,84697,2021/01/20  ,2490
12,Leitrim,32044,2021/01/20  ,590
13,Limerick,194899,2021/01/20  ,8844
14,Longford,40873,2021/01/20  ,1222
15,Louth,128884,2021/01/20  ,6963
16,Mayo,130507,2021/01/20  ,4811
17,Meath,195044,2021/01/20  ,7342
18,Monaghan,61386,2021/01/20  ,3904
19,Offaly,77961,2021/01/20  ,2389
20,Roscommon,64544,2021/01/20  ,1897
21,Sligo,65535,2021/01/20  ,1850
22,Tipperary,159553,2021/01/20  ,3979
23,Waterford,116176,2021/01/20  ,3967
24,Westmeath,88770,2021/01/20  ,2574
25,Wexford,149722,2021/01/20  ,5288
26,Wicklow,142425,2021/01/20  ,3374
1,Carlow,56932,2021/01/21  ,2130
2,Cavan,76176,2021/01/21  ,4098
3,Clare,118817,2021/01/21  ,4062
4,Cork,542868,2021/01/21  ,18710
5,Donegal,159192,2021/01/21  ,7421
6,Dublin,1347359,2021/01/21  ,62909
7,Galway,258058,2021/01/21  ,7124
8,Kerry,147707,2021/01/21  ,3885
9,Kildare,222504,2021/01/21  ,8197
10,Kilkenny,99232,2021/01/21  ,3067
11,Laois,84697,2021/01/21  ,2509
12,Leitrim,32044,2021/01/21  ,598
13,Limerick,194899,2021/01/21  ,8925
14,Longford,40873,2021/01/21  ,1245
15,Louth,128884,2021/01/21  ,7078
16,Mayo,130507,2021/01/21  ,4885
17,Meath,195044,2021/01/21  ,7438
18,Monaghan,61386,2021/01/21  ,3995
19,Offaly,77961,2021/01/21  ,2406
20,Roscommon,64544,2021/01/21  ,1905
21,Sligo,65535,2021/01/21  ,1871
22,Tipperary,159553,2021/01/21  ,4067
23,Waterford,116176,2021/01/21  ,4098
24,Westmeath,88770,2021/01/21  ,2603
25,Wexford,149722,2021/01/21  ,5416
26,Wicklow,142425,2021/01/21  ,3434
1,Carlow,56932,2021/01/22  ,2160
2,Cavan,76176,2021/01/22  ,4130
3,Clare,118817,2021/01/22  ,4089
4,Cork,542868,2021/01/22  ,18858
5,Donegal,159192,2021/01/22  ,7493
6,Dublin,1347359,2021/01/22  ,63618
7,Galway,258058,2021/01/22  ,7194
8,Kerry,147707,2021/01/22  ,3922
9,Kildare,222504,2021/01/22  ,8276
10,Kilkenny,99232,2021/01/22  ,3084
11,Laois,84697,2021/01/22  ,2527
12,Leitrim,32044,2021/01/22  ,607
13,Limerick,194899,2021/01/22  ,9013
14,Longford,40873,2021/01/22  ,1258
15,Louth,128884,2021/01/22  ,7164
16,Mayo,130507,2021/01/22  ,4940
17,Meath,195044,2021/01/22  ,7541
18,Monaghan,61386,2021/01/22  ,4014
19,Offaly,77961,2021/01/22  ,2470
20,Roscommon,64544,2021/01/22  ,1919
21,Sligo,65535,2021/01/22  ,1897
22,Tipperary,159553,2021/01/22  ,4111
23,Waterford,116176,2021/01/22  ,4152
24,Westmeath,88770,2021/01/22  ,2623
25,Wexford,149722,2021/01/22  ,5455
26,Wicklow,142425,2021/01/22  ,3464
1,Carlow,56932,2021/01/23  ,2181
2,Cavan,76176,2021/01/23  ,4155
3,Clare,118817,2021/01/23  ,4109
4,Cork,542868,2021/01/23  ,19003
5,Donegal,159192,2021/01/23  ,7526
6,Dublin,1347359,2021/01/23  ,63994
7,Galway,258058,2021/01/23  ,7273
8,Kerry,147707,2021/01/23  ,3940
9,Kildare,222504,2021/01/23  ,8322
10,Kilkenny,99232,2021/01/23  ,3101
11,Laois,84697,2021/01/23  ,2543
12,Leitrim,32044,2021/01/23  ,616
13,Limerick,194899,2021/01/23  ,9067
14,Longford,40873,2021/01/23  ,1269
15,Louth,128884,2021/01/23  ,7224
16,Mayo,130507,2021/01/23  ,4986
17,Meath,195044,2021/01/23  ,7601
18,Monaghan,61386,2021/01/23  ,4075
19,Offaly,77961,2021/01/23  ,2498
20,Roscommon,64544,2021/01/23  ,1928
21,Sligo,65535,2021/01/23  ,1919
22,Tipperary,159553,2021/01/23  ,4144
23,Waterford,116176,2021/01/23  ,4198
24,Westmeath,88770,2021/01/23  ,2641
25,Wexford,149722,2021/01/23  ,5543
26,Wicklow,142425,2021/01/23  ,3492
1,Carlow,56932,2021/01/24  ,2189
2,Cavan,76176,2021/01/24  ,4167
3,Clare,118817,2021/01/24  ,4132
4,Cork,542868,2021/01/24  ,19165
5,Donegal,159192,2021/01/24  ,7543
6,Dublin,1347359,2021/01/24  ,64494
7,Galway,258058,2021/01/24  ,7295
8,Kerry,147707,2021/01/24  ,3955
9,Kildare,222504,2021/01/24  ,8367
10,Kilkenny,99232,2021/01/24  ,3119
11,Laois,84697,2021/01/24  ,2569
12,Leitrim,32044,2021/01/24  ,617
13,Limerick,194899,2021/01/24  ,9098
14,Longford,40873,2021/01/24  ,1279
15,Louth,128884,2021/01/24  ,7290
16,Mayo,130507,2021/01/24  ,5022
17,Meath,195044,2021/01/24  ,7645
18,Monaghan,61386,2021/01/24  ,4128
19,Offaly,77961,2021/01/24  ,2531
20,Roscommon,64544,2021/01/24  ,1933
21,Sligo,65535,2021/01/24  ,1931
22,Tipperary,159553,2021/01/24  ,4181
23,Waterford,116176,2021/01/24  ,4264
24,Westmeath,88770,2021/01/24  ,2657
25,Wexford,149722,2021/01/24  ,5624
26,Wicklow,142425,2021/01/24  ,3519
1,Carlow,56932,2021/01/25  ,2220
2,Cavan,76176,2021/01/25  ,4174
3,Clare,118817,2021/01/25  ,4148
4,Cork,542868,2021/01/25  ,19280
5,Donegal,159192,2021/01/25  ,7580
6,Dublin,1347359,2021/01/25  ,64749
7,Galway,258058,2021/01/25  ,7348
8,Kerry,147707,2021/01/25  ,3973
9,Kildare,222504,2021/01/25  ,8392
10,Kilkenny,99232,2021/01/25  ,3131
11,Laois,84697,2021/01/25  ,2579
12,Leitrim,32044,2021/01/25  ,619
13,Limerick,194899,2021/01/25  ,9132
14,Longford,40873,2021/01/25  ,1285
15,Louth,128884,2021/01/25  ,7360
16,Mayo,130507,2021/01/25  ,5055
17,Meath,195044,2021/01/25  ,7685
18,Monaghan,61386,2021/01/25  ,4155
19,Offaly,77961,2021/01/25  ,2551
20,Roscommon,64544,2021/01/25  ,1934
21,Sligo,65535,2021/01/25  ,1936
22,Tipperary,159553,2021/01/25  ,4205
23,Waterford,116176,2021/01/25  ,4293
24,Westmeath,88770,2021/01/25  ,2667
25,Wexford,149722,2021/01/25  ,5645
26,Wicklow,142425,2021/01/25  ,3534
1,Carlow,56932,2021/01/26  ,2252
2,Cavan,76176,2021/01/26  ,4199
3,Clare,118817,2021/01/26  ,4173
4,Cork,542868,2021/01/26  ,19391
5,Donegal,159192,2021/01/26  ,7628
6,Dublin,1347359,2021/01/26  ,65185
7,Galway,258058,2021/01/26  ,7425
8,Kerry,147707,2021/01/26  ,3987
9,Kildare,222504,2021/01/26  ,8446
10,Kilkenny,99232,2021/01/26  ,3143
11,Laois,84697,2021/01/26  ,2595
12,Leitrim,32044,2021/01/26  ,624
13,Limerick,194899,2021/01/26  ,9189
14,Longford,40873,2021/01/26  ,1298
15,Louth,128884,2021/01/26  ,7420
16,Mayo,130507,2021/01/26  ,5088
17,Meath,195044,2021/01/26  ,7757
18,Monaghan,61386,2021/01/26  ,4208
19,Offaly,77961,2021/01/26  ,2580
20,Roscommon,64544,2021/01/26  ,1936
21,Sligo,65535,2021/01/26  ,1942
22,Tipperary,159553,2021/01/26  ,4239
23,Waterford,116176,2021/01/26  ,4327
24,Westmeath,88770,2021/01/26  ,2687
25,Wexford,149722,2021/01/26  ,5674
26,Wicklow,142425,2021/01/26  ,3567
1,Carlow,56932,2021/01/27  ,2274
2,Cavan,76176,2021/01/27  ,4210
3,Clare,118817,2021/01/27  ,4196
4,Cork,542868,2021/01/27  ,19494
5,Donegal,159192,2021/01/27  ,7691
6,Dublin,1347359,2021/01/27  ,65655
7,Galway,258058,2021/01/27  ,7507
8,Kerry,147707,2021/01/27  ,4004
9,Kildare,222504,2021/01/27  ,8503
10,Kilkenny,99232,2021/01/27  ,3159
11,Laois,84697,2021/01/27  ,2615
12,Leitrim,32044,2021/01/27  ,627
13,Limerick,194899,2021/01/27  ,9254
14,Longford,40873,2021/01/27  ,1310
15,Louth,128884,2021/01/27  ,7477
16,Mayo,130507,2021/01/27  ,5181
17,Meath,195044,2021/01/27  ,7794
18,Monaghan,61386,2021/01/27  ,4258
19,Offaly,77961,2021/01/27  ,2605
20,Roscommon,64544,2021/01/27  ,1946
21,Sligo,65535,2021/01/27  ,1957
22,Tipperary,159553,2021/01/27  ,4272
23,Waterford,116176,2021/01/27  ,4404
24,Westmeath,88770,2021/01/27  ,2705
25,Wexford,149722,2021/01/27  ,5726
26,Wicklow,142425,2021/01/27  ,3595
1,Carlow,56932,2021/01/28  ,2283
2,Cavan,76176,2021/01/28  ,4225
3,Clare,118817,2021/01/28  ,4213
4,Cork,542868,2021/01/28  ,19640
5,Donegal,159192,2021/01/28  ,7731
6,Dublin,1347359,2021/01/28  ,66093
7,Galway,258058,2021/01/28  ,7547
8,Kerry,147707,2021/01/28  ,4024
9,Kildare,222504,2021/01/28  ,8565
10,Kilkenny,99232,2021/01/28  ,3166
11,Laois,84697,2021/01/28  ,2634
12,Leitrim,32044,2021/01/28  ,630
13,Limerick,194899,2021/01/28  ,9303
14,Longford,40873,2021/01/28  ,1326
15,Louth,128884,2021/01/28  ,7506
16,Mayo,130507,2021/01/28  ,5198
17,Meath,195044,2021/01/28  ,7862
18,Monaghan,61386,2021/01/28  ,4299
19,Offaly,77961,2021/01/28  ,2622
20,Roscommon,64544,2021/01/28  ,1953
21,Sligo,65535,2021/01/28  ,1969
22,Tipperary,159553,2021/01/28  ,4293
23,Waterford,116176,2021/01/28  ,4423
24,Westmeath,88770,2021/01/28  ,2730
25,Wexford,149722,2021/01/28  ,5799
26,Wicklow,142425,2021/01/28  ,3628
1,Carlow,56932,2021/01/29  ,2318
2,Cavan,76176,2021/01/29  ,4243
3,Clare,118817,2021/01/29  ,4224
4,Cork,542868,2021/01/29  ,19740
5,Donegal,159192,2021/01/29  ,7790
6,Dublin,1347359,2021/01/29  ,66660
7,Galway,258058,2021/01/29  ,7644
8,Kerry,147707,2021/01/29  ,4049
9,Kildare,222504,2021/01/29  ,8603
10,Kilkenny,99232,2021/01/29  ,3182
11,Laois,84697,2021/01/29  ,2645
12,Leitrim,32044,2021/01/29  ,634
13,Limerick,194899,2021/01/29  ,9331
14,Longford,40873,2021/01/29  ,1339
15,Louth,128884,2021/01/29  ,7554
16,Mayo,130507,2021/01/29  ,5235
17,Meath,195044,2021/01/29  ,7928
18,Monaghan,61386,2021/01/29  ,4307
19,Offaly,77961,2021/01/29  ,2643
20,Roscommon,64544,2021/01/29  ,1964
21,Sligo,65535,2021/01/29  ,1995
22,Tipperary,159553,2021/01/29  ,4335
23,Waterford,116176,2021/01/29  ,4477
24,Westmeath,88770,2021/01/29  ,2738
25,Wexford,149722,2021/01/29  ,5806
26,Wicklow,142425,2021/01/29  ,3640
1,Carlow,56932,2021/01/30  ,2331
2,Cavan,76176,2021/01/30  ,4263
3,Clare,118817,2021/01/30  ,4239
4,Cork,542868,2021/01/30  ,19827
5,Donegal,159192,2021/01/30  ,7821
6,Dublin,1347359,2021/01/30  ,67087
7,Galway,258058,2021/01/30  ,7713
8,Kerry,147707,2021/01/30  ,4061
9,Kildare,222504,2021/01/30  ,8651
10,Kilkenny,99232,2021/01/30  ,3185
11,Laois,84697,2021/01/30  ,2667
12,Leitrim,32044,2021/01/30  ,640
13,Limerick,194899,2021/01/30  ,9403
14,Longford,40873,2021/01/30  ,1343
15,Louth,128884,2021/01/30  ,7590
16,Mayo,130507,2021/01/30  ,5277
17,Meath,195044,2021/01/30  ,7961
18,Monaghan,61386,2021/01/30  ,4330
19,Offaly,77961,2021/01/30  ,2666
20,Roscommon,64544,2021/01/30  ,1972
21,Sligo,65535,2021/01/30  ,2010
22,Tipperary,159553,2021/01/30  ,4379
23,Waterford,116176,2021/01/30  ,4530
24,Westmeath,88770,2021/01/30  ,2745
25,Wexford,149722,2021/01/30  ,5904
26,Wicklow,142425,2021/01/30  ,3674
1,Carlow,56932,2021/01/31  ,2345
2,Cavan,76176,2021/01/31  ,4269
3,Clare,118817,2021/01/31  ,4251
4,Cork,542868,2021/01/31  ,19960
5,Donegal,159192,2021/01/31  ,7848
6,Dublin,1347359,2021/01/31  ,67422
7,Galway,258058,2021/01/31  ,7765
8,Kerry,147707,2021/01/31  ,4070
9,Kildare,222504,2021/01/31  ,8706
10,Kilkenny,99232,2021/01/31  ,3194
11,Laois,84697,2021/01/31  ,2694
12,Leitrim,32044,2021/01/31  ,644
13,Limerick,194899,2021/01/31  ,9442
14,Longford,40873,2021/01/31  ,1349
15,Louth,128884,2021/01/31  ,7637
16,Mayo,130507,2021/01/31  ,5313
17,Meath,195044,2021/01/31  ,7989
18,Monaghan,61386,2021/01/31  ,4380
19,Offaly,77961,2021/01/31  ,2675
20,Roscommon,64544,2021/01/31  ,1979
21,Sligo,65535,2021/01/31  ,2016
22,Tipperary,159553,2021/01/31  ,4398
23,Waterford,116176,2021/01/31  ,4565
24,Westmeath,88770,2021/01/31  ,2749
25,Wexford,149722,2021/01/31  ,5977
26,Wicklow,142425,2021/01/31  ,3690
1,Carlow,56932,2021/02/01  ,2353
2,Cavan,76176,2021/02/01  ,4279
3,Clare,118817,2021/02/01  ,4262
4,Cork,542868,2021/02/01  ,20037
5,Donegal,159192,2021/02/01  ,7863
6,Dublin,1347359,2021/02/01  ,67804
7,Galway,258058,2021/02/01  ,7809
8,Kerry,147707,2021/02/01  ,4083
9,Kildare,222504,2021/02/01  ,8729
10,Kilkenny,99232,2021/02/01  ,3207
11,Laois,84697,2021/02/01  ,2710
12,Leitrim,32044,2021/02/01  ,646
13,Limerick,194899,2021/02/01  ,9475
14,Longford,40873,2021/02/01  ,1349
15,Louth,128884,2021/02/01  ,7660
16,Mayo,130507,2021/02/01  ,5333
17,Meath,195044,2021/02/01  ,8023
18,Monaghan,61386,2021/02/01  ,4397
19,Offaly,77961,2021/02/01  ,2688
20,Roscommon,64544,2021/02/01  ,1982
21,Sligo,65535,2021/02/01  ,2023
22,Tipperary,159553,2021/02/01  ,4417
23,Waterford,116176,2021/02/01  ,4594
24,Westmeath,88770,2021/02/01  ,2763
25,Wexford,149722,2021/02/01  ,6002
26,Wicklow,142425,2021/02/01  ,3711
1,Carlow,56932,2021/02/02  ,2366
2,Cavan,76176,2021/02/02  ,4290
3,Clare,118817,2021/02/02  ,4271
4,Cork,542868,2021/02/02  ,20102
5,Donegal,159192,2021/02/02  ,7890
6,Dublin,1347359,2021/02/02  ,68140
7,Galway,258058,2021/02/02  ,7901
8,Kerry,147707,2021/02/02  ,4101
9,Kildare,222504,2021/02/02  ,8786
10,Kilkenny,99232,2021/02/02  ,3218
11,Laois,84697,2021/02/02  ,2719
12,Leitrim,32044,2021/02/02  ,649
13,Limerick,194899,2021/02/02  ,9487
14,Longford,40873,2021/02/02  ,1356
15,Louth,128884,2021/02/02  ,7708
16,Mayo,130507,2021/02/02  ,5360
17,Meath,195044,2021/02/02  ,8068
18,Monaghan,61386,2021/02/02  ,4418
19,Offaly,77961,2021/02/02  ,2711
20,Roscommon,64544,2021/02/02  ,1984
21,Sligo,65535,2021/02/02  ,2040
22,Tipperary,159553,2021/02/02  ,4435
23,Waterford,116176,2021/02/02  ,4638
24,Westmeath,88770,2021/02/02  ,2781
25,Wexford,149722,2021/02/02  ,6045
26,Wicklow,142425,2021/02/02  ,3742
1,Carlow,56932,2021/02/03  ,2407
2,Cavan,76176,2021/02/03  ,4313
3,Clare,118817,2021/02/03  ,4285
4,Cork,542868,2021/02/03  ,20222
5,Donegal,159192,2021/02/03  ,7925
6,Dublin,1347359,2021/02/03  ,68567
7,Galway,258058,2021/02/03  ,7993
8,Kerry,147707,2021/02/03  ,4121
9,Kildare,222504,2021/02/03  ,8864
10,Kilkenny,99232,2021/02/03  ,3234
11,Laois,84697,2021/02/03  ,2743
12,Leitrim,32044,2021/02/03  ,658
13,Limerick,194899,2021/02/03  ,9559
14,Longford,40873,2021/02/03  ,1364
15,Louth,128884,2021/02/03  ,7746
16,Mayo,130507,2021/02/03  ,5388
17,Meath,195044,2021/02/03  ,8136
18,Monaghan,61386,2021/02/03  ,4446
19,Offaly,77961,2021/02/03  ,2732
20,Roscommon,64544,2021/02/03  ,1987
21,Sligo,65535,2021/02/03  ,2052
22,Tipperary,159553,2021/02/03  ,4460
23,Waterford,116176,2021/02/03  ,4678
24,Westmeath,88770,2021/02/03  ,2797
25,Wexford,149722,2021/02/03  ,6073
26,Wicklow,142425,2021/02/03  ,3769
1,Carlow,56932,2021/02/04  ,2424
2,Cavan,76176,2021/02/04  ,4327
3,Clare,118817,2021/02/04  ,4303
4,Cork,542868,2021/02/04  ,20339
5,Donegal,159192,2021/02/04  ,7970
6,Dublin,1347359,2021/02/04  ,68856
7,Galway,258058,2021/02/04  ,8025
8,Kerry,147707,2021/02/04  ,4128
9,Kildare,222504,2021/02/04  ,8909
10,Kilkenny,99232,2021/02/04  ,3247
11,Laois,84697,2021/02/04  ,2759
12,Leitrim,32044,2021/02/04  ,661
13,Limerick,194899,2021/02/04  ,9612
14,Longford,40873,2021/02/04  ,1376
15,Louth,128884,2021/02/04  ,7788
16,Mayo,130507,2021/02/04  ,5433
17,Meath,195044,2021/02/04  ,8173
18,Monaghan,61386,2021/02/04  ,4475
19,Offaly,77961,2021/02/04  ,2752
20,Roscommon,64544,2021/02/04  ,1997
21,Sligo,65535,2021/02/04  ,2062
22,Tipperary,159553,2021/02/04  ,4472
23,Waterford,116176,2021/02/04  ,4717
24,Westmeath,88770,2021/02/04  ,2818
25,Wexford,149722,2021/02/04  ,6149
26,Wicklow,142425,2021/02/04  ,3789
1,Carlow,56932,2021/02/05  ,2438
2,Cavan,76176,2021/02/05  ,4333
3,Clare,118817,2021/02/05  ,4314
4,Cork,542868,2021/02/05  ,20415
5,Donegal,159192,2021/02/05  ,7992
6,Dublin,1347359,2021/02/05  ,69153
7,Galway,258058,2021/02/05  ,8081
8,Kerry,147707,2021/02/05  ,4152
9,Kildare,222504,2021/02/05  ,8945
