ORIGID,CountyName,PopulationCensus16,TimeStamp,ConfirmedCovidCases
25,Wexford,149722,2020/05/22  ,213
26,Wicklow,142425,2020/05/22  ,676
1,Carlow,56932,2020/05/23  ,145
2,Cavan,76176,2020/05/23  ,822
3,Clare,118817,2020/05/23  ,367
4,Cork,542868,2020/05/23  ,1439
5,Donegal,159192,2020/05/23  ,462
6,Dublin,1347359,2020/05/23  ,11777
7,Galway,258058,2020/05/23  ,457
8,Kerry,147707,2020/05/23  ,307
9,Kildare,222504,2020/05/23  ,1417
10,Kilkenny,99232,2020/05/23  ,336
11,Laois,84697,2020/05/23  ,254
12,Leitrim,32044,2020/05/23  ,81
13,Limerick,194899,2020/05/23  ,564
14,Longford,40873,2020/05/23  ,281
15,Louth,128884,2020/05/23  ,760
16,Mayo,130507,2020/05/23  ,565
17,Meath,195044,2020/05/23  ,792
18,Monaghan,61386,2020/05/23  ,501
19,Offaly,77961,2020/05/23  ,485
20,Roscommon,64544,2020/05/23  ,321
21,Sligo,65535,2020/05/23  ,124
22,Tipperary,159553,2020/05/23  ,537
23,Waterford,116176,2020/05/23  ,147
24,Westmeath,88770,2020/05/23  ,651
25,Wexford,149722,2020/05/23  ,213
26,Wicklow,142425,2020/05/23  ,676
1,Carlow,56932,2020/05/24  ,145
2,Cavan,76176,2020/05/24  ,824
3,Clare,118817,2020/05/24  ,367
4,Cork,542868,2020/05/24  ,1441
5,Donegal,159192,2020/05/24  ,462
6,Dublin,1347359,2020/05/24  ,11797
7,Galway,258058,2020/05/24  ,458
8,Kerry,147707,2020/05/24  ,307
9,Kildare,222504,2020/05/24  ,1423
10,Kilkenny,99232,2020/05/24  ,336
11,Laois,84697,2020/05/24  ,255
12,Leitrim,32044,2020/05/24  ,81
13,Limerick,194899,2020/05/24  ,567
14,Longford,40873,2020/05/24  ,281
15,Louth,128884,2020/05/24  ,760
16,Mayo,130507,2020/05/24  ,565
17,Meath,195044,2020/05/24  ,792
18,Monaghan,61386,2020/05/24  ,503
19,Offaly,77961,2020/05/24  ,486
20,Roscommon,64544,2020/05/24  ,321
21,Sligo,65535,2020/05/24  ,124
22,Tipperary,159553,2020/05/24  ,537
23,Waterford,116176,2020/05/24  ,147
24,Westmeath,88770,2020/05/24  ,651
25,Wexford,149722,2020/05/24  ,213
26,Wicklow,142425,2020/05/24  ,678
1,Carlow,56932,2020/05/25  ,145
2,Cavan,76176,2020/05/25  ,826
3,Clare,118817,2020/05/25  ,367
4,Cork,542868,2020/05/25  ,1452
5,Donegal,159192,2020/05/25  ,462
6,Dublin,1347359,2020/05/25  ,11867
7,Galway,258058,2020/05/25  ,461
8,Kerry,147707,2020/05/25  ,307
9,Kildare,222504,2020/05/25  ,1436
10,Kilkenny,99232,2020/05/25  ,338
11,Laois,84697,2020/05/25  ,255
12,Leitrim,32044,2020/05/25  ,81
13,Limerick,194899,2020/05/25  ,569
14,Longford,40873,2020/05/25  ,281
15,Louth,128884,2020/05/25  ,760
16,Mayo,130507,2020/05/25  ,565
17,Meath,195044,2020/05/25  ,792
18,Monaghan,61386,2020/05/25  ,503
19,Offaly,77961,2020/05/25  ,486
20,Roscommon,64544,2020/05/25  ,322
21,Sligo,65535,2020/05/25  ,124
22,Tipperary,159553,2020/05/25  ,537
23,Waterford,116176,2020/05/25  ,147
24,Westmeath,88770,2020/05/25  ,652
25,Wexford,149722,2020/05/25  ,213
26,Wicklow,142425,2020/05/25  ,678
1,Carlow,56932,2020/05/26  ,147
2,Cavan,76176,2020/05/26  ,831
3,Clare,118817,2020/05/26  ,367
4,Cork,542868,2020/05/26  ,1459
5,Donegal,159192,2020/05/26  ,462
6,Dublin,1347359,2020/05/26  ,11900
7,Galway,258058,2020/05/26  ,470
8,Kerry,147707,2020/05/26  ,307
9,Kildare,222504,2020/05/26  ,1441
10,Kilkenny,99232,2020/05/26  ,339
11,Laois,84697,2020/05/26  ,255
12,Leitrim,32044,2020/05/26  ,81
13,Limerick,194899,2020/05/26  ,571
14,Longford,40873,2020/05/26  ,281
15,Louth,128884,2020/05/26  ,761
16,Mayo,130507,2020/05/26  ,566
17,Meath,195044,2020/05/26  ,792
18,Monaghan,61386,2020/05/26  ,503
19,Offaly,77961,2020/05/26  ,486
20,Roscommon,64544,2020/05/26  ,323
21,Sligo,65535,2020/05/26  ,124
22,Tipperary,159553,2020/05/26  ,537
23,Waterford,116176,2020/05/26  ,147
24,Westmeath,88770,2020/05/26  ,653
25,Wexford,149722,2020/05/26  ,213
26,Wicklow,142425,2020/05/26  ,678
1,Carlow,56932,2020/05/27  ,148
2,Cavan,76176,2020/05/27  ,831
3,Clare,118817,2020/05/27  ,367
4,Cork,542868,2020/05/27  ,1465
5,Donegal,159192,2020/05/27  ,462
6,Dublin,1347359,2020/05/27  ,11922
7,Galway,258058,2020/05/27  ,473
8,Kerry,147707,2020/05/27  ,307
9,Kildare,222504,2020/05/27  ,1444
10,Kilkenny,99232,2020/05/27  ,339
11,Laois,84697,2020/05/27  ,255
12,Leitrim,32044,2020/05/27  ,81
13,Limerick,194899,2020/05/27  ,572
14,Longford,40873,2020/05/27  ,281
15,Louth,128884,2020/05/27  ,761
16,Mayo,130507,2020/05/27  ,566
17,Meath,195044,2020/05/27  ,792
18,Monaghan,61386,2020/05/27  ,503
19,Offaly,77961,2020/05/27  ,486
20,Roscommon,64544,2020/05/27  ,323
21,Sligo,65535,2020/05/27  ,124
22,Tipperary,159553,2020/05/27  ,538
23,Waterford,116176,2020/05/27  ,147
24,Westmeath,88770,2020/05/27  ,655
25,Wexford,149722,2020/05/27  ,214
26,Wicklow,142425,2020/05/27  ,678
1,Carlow,56932,2020/05/28  ,151
2,Cavan,76176,2020/05/28  ,831
3,Clare,118817,2020/05/28  ,368
4,Cork,542868,2020/05/28  ,1473
5,Donegal,159192,2020/05/28  ,462
6,Dublin,1347359,2020/05/28  ,11934
7,Galway,258058,2020/05/28  ,473
8,Kerry,147707,2020/05/28  ,307
9,Kildare,222504,2020/05/28  ,1445
10,Kilkenny,99232,2020/05/28  ,339
11,Laois,84697,2020/05/28  ,255
12,Leitrim,32044,2020/05/28  ,81
13,Limerick,194899,2020/05/28  ,573
14,Longford,40873,2020/05/28  ,282
15,Louth,128884,2020/05/28  ,763
16,Mayo,130507,2020/05/28  ,568
17,Meath,195044,2020/05/28  ,794
18,Monaghan,61386,2020/05/28  ,506
19,Offaly,77961,2020/05/28  ,486
20,Roscommon,64544,2020/05/28  ,324
21,Sligo,65535,2020/05/28  ,124
22,Tipperary,159553,2020/05/28  ,538
23,Waterford,116176,2020/05/28  ,147
24,Westmeath,88770,2020/05/28  ,655
25,Wexford,149722,2020/05/28  ,214
26,Wicklow,142425,2020/05/28  ,678
1,Carlow,56932,2020/05/29  ,158
2,Cavan,76176,2020/05/29  ,832
3,Clare,118817,2020/05/29  ,368
4,Cork,542868,2020/05/29  ,1478
5,Donegal,159192,2020/05/29  ,462
6,Dublin,1347359,2020/05/29  ,11949
7,Galway,258058,2020/05/29  ,475
8,Kerry,147707,2020/05/29  ,307
9,Kildare,222504,2020/05/29  ,1445
10,Kilkenny,99232,2020/05/29  ,341
11,Laois,84697,2020/05/29  ,256
12,Leitrim,32044,2020/05/29  ,81
13,Limerick,194899,2020/05/29  ,574
14,Longford,40873,2020/05/29  ,284
15,Louth,128884,2020/05/29  ,765
16,Mayo,130507,2020/05/29  ,568
17,Meath,195044,2020/05/29  ,794
18,Monaghan,61386,2020/05/29  ,508
19,Offaly,77961,2020/05/29  ,486
20,Roscommon,64544,2020/05/29  ,336
21,Sligo,65535,2020/05/29  ,124
22,Tipperary,159553,2020/05/29  ,540
23,Waterford,116176,2020/05/29  ,147
24,Westmeath,88770,2020/05/29  ,656
25,Wexford,149722,2020/05/29  ,214
26,Wicklow,142425,2020/05/29  ,678
1,Carlow,56932,2020/05/30  ,158
2,Cavan,76176,2020/05/30  ,838
3,Clare,118817,2020/05/30  ,368
4,Cork,542868,2020/05/30  ,1515
5,Donegal,159192,2020/05/30  ,462
6,Dublin,1347359,2020/05/30  ,11960
7,Galway,258058,2020/05/30  ,477
8,Kerry,147707,2020/05/30  ,307
9,Kildare,222504,2020/05/30  ,1446
10,Kilkenny,99232,2020/05/30  ,341
11,Laois,84697,2020/05/30  ,256
12,Leitrim,32044,2020/05/30  ,81
13,Limerick,194899,2020/05/30  ,576
14,Longford,40873,2020/05/30  ,284
15,Louth,128884,2020/05/30  ,767
16,Mayo,130507,2020/05/30  ,568
17,Meath,195044,2020/05/30  ,795
18,Monaghan,61386,2020/05/30  ,509
19,Offaly,77961,2020/05/30  ,486
20,Roscommon,64544,2020/05/30  ,336
21,Sligo,65535,2020/05/30  ,124
22,Tipperary,159553,2020/05/30  ,541
23,Waterford,116176,2020/05/30  ,148
24,Westmeath,88770,2020/05/30  ,657
25,Wexford,149722,2020/05/30  ,214
26,Wicklow,142425,2020/05/30  ,678
1,Carlow,56932,2020/05/31  ,158
2,Cavan,76176,2020/05/31  ,843
3,Clare,118817,2020/05/31  ,368
4,Cork,542868,2020/05/31  ,1518
5,Donegal,159192,2020/05/31  ,462
6,Dublin,1347359,2020/05/31  ,11999
7,Galway,258058,2020/05/31  ,479
8,Kerry,147707,2020/05/31  ,307
9,Kildare,222504,2020/05/31  ,1447
10,Kilkenny,99232,2020/05/31  ,341
11,Laois,84697,2020/05/31  ,256
12,Leitrim,32044,2020/05/31  ,81
13,Limerick,194899,2020/05/31  ,578
14,Longford,40873,2020/05/31  ,284
15,Louth,128884,2020/05/31  ,775
16,Mayo,130507,2020/05/31  ,568
17,Meath,195044,2020/05/31  ,799
18,Monaghan,61386,2020/05/31  ,512
19,Offaly,77961,2020/05/31  ,486
20,Roscommon,64544,2020/05/31  ,338
21,Sligo,65535,2020/05/31  ,124
22,Tipperary,159553,2020/05/31  ,542
23,Waterford,116176,2020/05/31  ,148
24,Westmeath,88770,2020/05/31  ,658
25,Wexford,149722,2020/05/31  ,214
26,Wicklow,142425,2020/05/31  ,682
1,Carlow,56932,2020/06/01  ,158
2,Cavan,76176,2020/06/01  ,843
3,Clare,118817,2020/06/01  ,368
4,Cork,542868,2020/06/01  ,1518
5,Donegal,159192,2020/06/01  ,462
6,Dublin,1347359,2020/06/01  ,12004
7,Galway,258058,2020/06/01  ,479
8,Kerry,147707,2020/06/01  ,307
9,Kildare,222504,2020/06/01  ,1447
10,Kilkenny,99232,2020/06/01  ,342
11,Laois,84697,2020/06/01  ,257
12,Leitrim,32044,2020/06/01  ,81
13,Limerick,194899,2020/06/01  ,579
14,Longford,40873,2020/06/01  ,284
15,Louth,128884,2020/06/01  ,775
16,Mayo,130507,2020/06/01  ,568
17,Meath,195044,2020/06/01  ,800
18,Monaghan,61386,2020/06/01  ,512
19,Offaly,77961,2020/06/01  ,486
20,Roscommon,64544,2020/06/01  ,339
21,Sligo,65535,2020/06/01  ,124
22,Tipperary,159553,2020/06/01  ,542
23,Waterford,116176,2020/06/01  ,148
24,Westmeath,88770,2020/06/01  ,658
25,Wexford,149722,2020/06/01  ,214
26,Wicklow,142425,2020/06/01  ,682
1,Carlow,56932,2020/06/02  ,161
2,Cavan,76176,2020/06/02  ,845
3,Clare,118817,2020/06/02  ,368
4,Cork,542868,2020/06/02  ,1522
5,Donegal,159192,2020/06/02  ,462
6,Dublin,1347359,2020/06/02  ,12020
7,Galway,258058,2020/06/02  ,479
8,Kerry,147707,2020/06/02  ,307
9,Kildare,222504,2020/06/02  ,1448
10,Kilkenny,99232,2020/06/02  ,342
11,Laois,84697,2020/06/02  ,257
12,Leitrim,32044,2020/06/02  ,81
13,Limerick,194899,2020/06/02  ,579
14,Longford,40873,2020/06/02  ,285
15,Louth,128884,2020/06/02  ,776
16,Mayo,130507,2020/06/02  ,568
17,Meath,195044,2020/06/02  ,800
18,Monaghan,61386,2020/06/02  ,521
19,Offaly,77961,2020/06/02  ,486
20,Roscommon,64544,2020/06/02  ,340
21,Sligo,65535,2020/06/02  ,124
22,Tipperary,159553,2020/06/02  ,543
23,Waterford,116176,2020/06/02  ,148
24,Westmeath,88770,2020/06/02  ,658
25,Wexford,149722,2020/06/02  ,214
26,Wicklow,142425,2020/06/02  ,683
1,Carlow,56932,2020/06/03  ,162
2,Cavan,76176,2020/06/03  ,853
3,Clare,118817,2020/06/03  ,368
4,Cork,542868,2020/06/03  ,1528
5,Donegal,159192,2020/06/03  ,462
6,Dublin,1347359,2020/06/03  ,12028
7,Galway,258058,2020/06/03  ,479
8,Kerry,147707,2020/06/03  ,307
9,Kildare,222504,2020/06/03  ,1448
10,Kilkenny,99232,2020/06/03  ,342
11,Laois,84697,2020/06/03  ,257
12,Leitrim,32044,2020/06/03  ,81
13,Limerick,194899,2020/06/03  ,579
14,Longford,40873,2020/06/03  ,285
15,Louth,128884,2020/06/03  ,777
16,Mayo,130507,2020/06/03  ,568
17,Meath,195044,2020/06/03  ,802
18,Monaghan,61386,2020/06/03  ,528
19,Offaly,77961,2020/06/03  ,486
20,Roscommon,64544,2020/06/03  ,341
21,Sligo,65535,2020/06/03  ,124
22,Tipperary,159553,2020/06/03  ,543
23,Waterford,116176,2020/06/03  ,150
24,Westmeath,88770,2020/06/03  ,658
25,Wexford,149722,2020/06/03  ,214
26,Wicklow,142425,2020/06/03  ,683
1,Carlow,56932,2020/06/04  ,162
2,Cavan,76176,2020/06/04  ,856
3,Clare,118817,2020/06/04  ,368
4,Cork,542868,2020/06/04  ,1529
5,Donegal,159192,2020/06/04  ,462
6,Dublin,1347359,2020/06/04  ,12039
7,Galway,258058,2020/06/04  ,479
8,Kerry,147707,2020/06/04  ,307
9,Kildare,222504,2020/06/04  ,1452
10,Kilkenny,99232,2020/06/04  ,345
11,Laois,84697,2020/06/04  ,258
12,Leitrim,32044,2020/06/04  ,81
13,Limerick,194899,2020/06/04  ,579
14,Longford,40873,2020/06/04  ,285
15,Louth,128884,2020/06/04  ,777
16,Mayo,130507,2020/06/04  ,568
17,Meath,195044,2020/06/04  ,803
18,Monaghan,61386,2020/06/04  ,529
19,Offaly,77961,2020/06/04  ,486
20,Roscommon,64544,2020/06/04  ,341
21,Sligo,65535,2020/06/04  ,124
22,Tipperary,159553,2020/06/04  ,543
23,Waterford,116176,2020/06/04  ,150
24,Westmeath,88770,2020/06/04  ,658
25,Wexford,149722,2020/06/04  ,215
26,Wicklow,142425,2020/06/04  ,683
1,Carlow,56932,2020/06/05  ,162
2,Cavan,76176,2020/06/05  ,857
3,Clare,118817,2020/06/05  ,368
4,Cork,542868,2020/06/05  ,1530
5,Donegal,159192,2020/06/05  ,462
6,Dublin,1347359,2020/06/05  ,12053
7,Galway,258058,2020/06/05  ,479
8,Kerry,147707,2020/06/05  ,307
9,Kildare,222504,2020/06/05  ,1452
10,Kilkenny,99232,2020/06/05  ,345
11,Laois,84697,2020/06/05  ,259
12,Leitrim,32044,2020/06/05  ,81
13,Limerick,194899,2020/06/05  ,579
14,Longford,40873,2020/06/05  ,286
15,Louth,128884,2020/06/05  ,777
16,Mayo,130507,2020/06/05  ,568
17,Meath,195044,2020/06/05  ,804
18,Monaghan,61386,2020/06/05  ,530
19,Offaly,77961,2020/06/05  ,486
20,Roscommon,64544,2020/06/05  ,341
21,Sligo,65535,2020/06/05  ,124
22,Tipperary,159553,2020/06/05  ,543
23,Waterford,116176,2020/06/05  ,150
24,Westmeath,88770,2020/06/05  ,658
25,Wexford,149722,2020/06/05  ,215
26,Wicklow,142425,2020/06/05  ,685
1,Carlow,56932,2020/06/06  ,162
2,Cavan,76176,2020/06/06  ,857
3,Clare,118817,2020/06/06  ,368
4,Cork,542868,2020/06/06  ,1530
5,Donegal,159192,2020/06/06  ,462
6,Dublin,1347359,2020/06/06  ,12069
7,Galway,258058,2020/06/06  ,479
8,Kerry,147707,2020/06/06  ,307
9,Kildare,222504,2020/06/06  ,1453
10,Kilkenny,99232,2020/06/06  ,346
11,Laois,84697,2020/06/06  ,259
12,Leitrim,32044,2020/06/06  ,81
13,Limerick,194899,2020/06/06  ,580
14,Longford,40873,2020/06/06  ,286
15,Louth,128884,2020/06/06  ,777
16,Mayo,130507,2020/06/06  ,568
17,Meath,195044,2020/06/06  ,804
18,Monaghan,61386,2020/06/06  ,532
19,Offaly,77961,2020/06/06  ,486
20,Roscommon,64544,2020/06/06  ,341
21,Sligo,65535,2020/06/06  ,124
22,Tipperary,159553,2020/06/06  ,543
23,Waterford,116176,2020/06/06  ,150
24,Westmeath,88770,2020/06/06  ,658
25,Wexford,149722,2020/06/06  ,217
26,Wicklow,142425,2020/06/06  ,685
1,Carlow,56932,2020/06/07  ,162
2,Cavan,76176,2020/06/07  ,857
3,Clare,118817,2020/06/07  ,368
4,Cork,542868,2020/06/07  ,1530
5,Donegal,159192,2020/06/07  ,462
6,Dublin,1347359,2020/06/07  ,12071
7,Galway,258058,2020/06/07  ,480
8,Kerry,147707,2020/06/07  ,307
9,Kildare,222504,2020/06/07  ,1454
10,Kilkenny,99232,2020/06/07  ,346
11,Laois,84697,2020/06/07  ,259
12,Leitrim,32044,2020/06/07  ,81
13,Limerick,194899,2020/06/07  ,580
14,Longford,40873,2020/06/07  ,286
15,Louth,128884,2020/06/07  ,779
16,Mayo,130507,2020/06/07  ,568
17,Meath,195044,2020/06/07  ,804
18,Monaghan,61386,2020/06/07  ,532
19,Offaly,77961,2020/06/07  ,488
20,Roscommon,64544,2020/06/07  ,342
21,Sligo,65535,2020/06/07  ,124
22,Tipperary,159553,2020/06/07  ,543
23,Waterford,116176,2020/06/07  ,150
24,Westmeath,88770,2020/06/07  ,658
25,Wexford,149722,2020/06/07  ,217
26,Wicklow,142425,2020/06/07  ,685
1,Carlow,56932,2020/06/08  ,163
2,Cavan,76176,2020/06/08  ,857
3,Clare,118817,2020/06/08  ,368
4,Cork,542868,2020/06/08  ,1532
5,Donegal,159192,2020/06/08  ,462
6,Dublin,1347359,2020/06/08  ,12075
7,Galway,258058,2020/06/08  ,480
8,Kerry,147707,2020/06/08  ,307
9,Kildare,222504,2020/06/08  ,1454
10,Kilkenny,99232,2020/06/08  ,348
11,Laois,84697,2020/06/08  ,259
12,Leitrim,32044,2020/06/08  ,81
13,Limerick,194899,2020/06/08  ,580
14,Longford,40873,2020/06/08  ,286
15,Louth,128884,2020/06/08  ,779
16,Mayo,130507,2020/06/08  ,568
17,Meath,195044,2020/06/08  ,804
18,Monaghan,61386,2020/06/08  ,532
19,Offaly,77961,2020/06/08  ,488
20,Roscommon,64544,2020/06/08  ,342
21,Sligo,65535,2020/06/08  ,124
22,Tipperary,159553,2020/06/08  ,543
23,Waterford,116176,2020/06/08  ,150
24,Westmeath,88770,2020/06/08  ,658
25,Wexford,149722,2020/06/08  ,217
26,Wicklow,142425,2020/06/08  ,685
1,Carlow,56932,2020/06/09  ,163
2,Cavan,76176,2020/06/09  ,857
3,Clare,118817,2020/06/09  ,369
4,Cork,542868,2020/06/09  ,1533
5,Donegal,159192,2020/06/09  ,462
6,Dublin,1347359,2020/06/09  ,12079
7,Galway,258058,2020/06/09  ,482
8,Kerry,147707,2020/06/09  ,307
9,Kildare,222504,2020/06/09  ,1456
10,Kilkenny,99232,2020/06/09  ,349
11,Laois,84697,2020/06/09  ,259
12,Leitrim,32044,2020/06/09  ,81
13,Limerick,194899,2020/06/09  ,580
14,Longford,40873,2020/06/09  ,286
15,Louth,128884,2020/06/09  ,779
16,Mayo,130507,2020/06/09  ,568
17,Meath,195044,2020/06/09  ,804
18,Monaghan,61386,2020/06/09  ,535
19,Offaly,77961,2020/06/09  ,489
20,Roscommon,64544,2020/06/09  ,344
21,Sligo,65535,2020/06/09  ,124
22,Tipperary,159553,2020/06/09  ,544
23,Waterford,116176,2020/06/09  ,150
24,Westmeath,88770,2020/06/09  ,658
25,Wexford,149722,2020/06/09  ,217
26,Wicklow,142425,2020/06/09  ,685
1,Carlow,56932,2020/06/10  ,163
2,Cavan,76176,2020/06/10  ,857
3,Clare,118817,2020/06/10  ,369
4,Cork,542868,2020/06/10  ,1534
5,Donegal,159192,2020/06/10  ,462
6,Dublin,1347359,2020/06/10  ,12085
7,Galway,258058,2020/06/10  ,482
8,Kerry,147707,2020/06/10  ,307
9,Kildare,222504,2020/06/10  ,1456
10,Kilkenny,99232,2020/06/10  ,349
11,Laois,84697,2020/06/10  ,259
12,Leitrim,32044,2020/06/10  ,81
13,Limerick,194899,2020/06/10  ,580
14,Longford,40873,2020/06/10  ,286
15,Louth,128884,2020/06/10  ,779
16,Mayo,130507,2020/06/10  ,568
17,Meath,195044,2020/06/10  ,805
18,Monaghan,61386,2020/06/10  ,535
19,Offaly,77961,2020/06/10  ,489
20,Roscommon,64544,2020/06/10  ,344
21,Sligo,65535,2020/06/10  ,124
22,Tipperary,159553,2020/06/10  ,544
23,Waterford,116176,2020/06/10  ,150
24,Westmeath,88770,2020/06/10  ,658
25,Wexford,149722,2020/06/10  ,217
26,Wicklow,142425,2020/06/10  ,685
1,Carlow,56932,2020/06/11  ,163
2,Cavan,76176,2020/06/11  ,859
3,Clare,118817,2020/06/11  ,369
4,Cork,542868,2020/06/11  ,1534
5,Donegal,159192,2020/06/11  ,462
6,Dublin,1347359,2020/06/11  ,12093
7,Galway,258058,2020/06/11  ,482
8,Kerry,147707,2020/06/11  ,307
9,Kildare,222504,2020/06/11  ,1457
10,Kilkenny,99232,2020/06/11  ,349
11,Laois,84697,2020/06/11  ,260
12,Leitrim,32044,2020/06/11  ,81
13,Limerick,194899,2020/06/11  ,581
14,Longford,40873,2020/06/11  ,286
15,Louth,128884,2020/06/11  ,779
16,Mayo,130507,2020/06/11  ,568
17,Meath,195044,2020/06/11  ,805
18,Monaghan,61386,2020/06/11  ,535
19,Offaly,77961,2020/06/11  ,489
20,Roscommon,64544,2020/06/11  ,344
21,Sligo,65535,2020/06/11  ,124
22,Tipperary,159553,2020/06/11  ,544
23,Waterford,116176,2020/06/11  ,150
24,Westmeath,88770,2020/06/11  ,658
25,Wexford,149722,2020/06/11  ,217
26,Wicklow,142425,2020/06/11  ,685
1,Carlow,56932,2020/06/12  ,166
2,Cavan,76176,2020/06/12  ,859
3,Clare,118817,2020/06/12  ,369
4,Cork,542868,2020/06/12  ,1534
5,Donegal,159192,2020/06/12  ,462
6,Dublin,1347359,2020/06/12  ,12123
7,Galway,258058,2020/06/12  ,483
8,Kerry,147707,2020/06/12  ,307
9,Kildare,222504,2020/06/12  ,1463
10,Kilkenny,99232,2020/06/12  ,351
11,Laois,84697,2020/06/12  ,260
12,Leitrim,32044,2020/06/12  ,81
13,Limerick,194899,2020/06/12  ,581
14,Longford,40873,2020/06/12  ,286
15,Louth,128884,2020/06/12  ,779
16,Mayo,130507,2020/06/12  ,569
17,Meath,195044,2020/06/12  ,805
18,Monaghan,61386,2020/06/12  ,536
19,Offaly,77961,2020/06/12  ,489
20,Roscommon,64544,2020/06/12  ,345
21,Sligo,65535,2020/06/12  ,124
22,Tipperary,159553,2020/06/12  ,544
23,Waterford,116176,2020/06/12  ,150
24,Westmeath,88770,2020/06/12  ,658
25,Wexford,149722,2020/06/12  ,217
26,Wicklow,142425,2020/06/12  ,685
1,Carlow,56932,2020/06/13  ,166
2,Cavan,76176,2020/06/13  ,859
3,Clare,118817,2020/06/13  ,369
4,Cork,542868,2020/06/13  ,1534
5,Donegal,159192,2020/06/13  ,462
6,Dublin,1347359,2020/06/13  ,12128
7,Galway,258058,2020/06/13  ,483
8,Kerry,147707,2020/06/13  ,307
9,Kildare,222504,2020/06/13  ,1464
10,Kilkenny,99232,2020/06/13  ,351
11,Laois,84697,2020/06/13  ,260
12,Leitrim,32044,2020/06/13  ,81
13,Limerick,194899,2020/06/13  ,581
14,Longford,40873,2020/06/13  ,286
15,Louth,128884,2020/06/13  ,779
16,Mayo,130507,2020/06/13  ,570
17,Meath,195044,2020/06/13  ,805
18,Monaghan,61386,2020/06/13  ,536
19,Offaly,77961,2020/06/13  ,489
20,Roscommon,64544,2020/06/13  ,345
21,Sligo,65535,2020/06/13  ,124
22,Tipperary,159553,2020/06/13  ,544
23,Waterford,116176,2020/06/13  ,150
24,Westmeath,88770,2020/06/13  ,658
25,Wexford,149722,2020/06/13  ,217
26,Wicklow,142425,2020/06/13  ,686
1,Carlow,56932,2020/06/14  ,166
2,Cavan,76176,2020/06/14  ,859
3,Clare,118817,2020/06/14  ,369
4,Cork,542868,2020/06/14  ,1534
5,Donegal,159192,2020/06/14  ,462
6,Dublin,1347359,2020/06/14  ,12143
7,Galway,258058,2020/06/14  ,483
8,Kerry,147707,2020/06/14  ,307
9,Kildare,222504,2020/06/14  ,1464
10,Kilkenny,99232,2020/06/14  ,351
11,Laois,84697,2020/06/14  ,260
12,Leitrim,32044,2020/06/14  ,81
13,Limerick,194899,2020/06/14  ,583
14,Longford,40873,2020/06/14  ,286
15,Louth,128884,2020/06/14  ,779
16,Mayo,130507,2020/06/14  ,570
17,Meath,195044,2020/06/14  ,805
18,Monaghan,61386,2020/06/14  ,536
19,Offaly,77961,2020/06/14  ,489
20,Roscommon,64544,2020/06/14  ,345
21,Sligo,65535,2020/06/14  ,125
22,Tipperary,159553,2020/06/14  ,544
23,Waterford,116176,2020/06/14  ,150
24,Westmeath,88770,2020/06/14  ,658
25,Wexford,149722,2020/06/14  ,217
26,Wicklow,142425,2020/06/14  ,686
1,Carlow,56932,2020/06/15  ,166
2,Cavan,76176,2020/06/15  ,859
3,Clare,118817,2020/06/15  ,369
4,Cork,542868,2020/06/15  ,1536
5,Donegal,159192,2020/06/15  ,462
6,Dublin,1347359,2020/06/15  ,12150
7,Galway,258058,2020/06/15  ,483
8,Kerry,147707,2020/06/15  ,307
9,Kildare,222504,2020/06/15  ,1465
10,Kilkenny,99232,2020/06/15  ,353
11,Laois,84697,2020/06/15  ,260
12,Leitrim,32044,2020/06/15  ,81
13,Limerick,194899,2020/06/15  ,583
14,Longford,40873,2020/06/15  ,286
15,Louth,128884,2020/06/15  ,779
16,Mayo,130507,2020/06/15  ,570
17,Meath,195044,2020/06/15  ,806
18,Monaghan,61386,2020/06/15  ,536
19,Offaly,77961,2020/06/15  ,489
20,Roscommon,64544,2020/06/15  ,346
21,Sligo,65535,2020/06/15  ,125
22,Tipperary,159553,2020/06/15  ,544
23,Waterford,116176,2020/06/15  ,150
24,Westmeath,88770,2020/06/15  ,658
25,Wexford,149722,2020/06/15  ,217
26,Wicklow,142425,2020/06/15  ,686
1,Carlow,56932,2020/06/16  ,166
2,Cavan,76176,2020/06/16  ,860
3,Clare,118817,2020/06/16  ,369
4,Cork,542868,2020/06/16  ,1536
5,Donegal,159192,2020/06/16  ,462
6,Dublin,1347359,2020/06/16  ,12154
7,Galway,258058,2020/06/16  ,483
8,Kerry,147707,2020/06/16  ,307
9,Kildare,222504,2020/06/16  ,1466
10,Kilkenny,99232,2020/06/16  ,353
11,Laois,84697,2020/06/16  ,260
12,Leitrim,32044,2020/06/16  ,81
13,Limerick,194899,2020/06/16  ,583
14,Longford,40873,2020/06/16  ,286
15,Louth,128884,2020/06/16  ,779
16,Mayo,130507,2020/06/16  ,570
17,Meath,195044,2020/06/16  ,806
18,Monaghan,61386,2020/06/16  ,536
19,Offaly,77961,2020/06/16  ,489
20,Roscommon,64544,2020/06/16  ,347
21,Sligo,65535,2020/06/16  ,125
22,Tipperary,159553,2020/06/16  ,544
23,Waterford,116176,2020/06/16  ,151
24,Westmeath,88770,2020/06/16  ,658
25,Wexford,149722,2020/06/16  ,217
26,Wicklow,142425,2020/06/16  ,686
1,Carlow,56932,2020/06/17  ,168
2,Cavan,76176,2020/06/17  ,860
3,Clare,118817,2020/06/17  ,369
4,Cork,542868,2020/06/17  ,1536
5,Donegal,159192,2020/06/17  ,462
6,Dublin,1347359,2020/06/17  ,12163
